LAT;;;;;13.0878;13.0878;13.0878
LON;;;;;80.2785;80.2785;80.2785
ASL;;;;;14.0000;14.0000;14.0000
CITY;;;;;Chennai;Chennai;Chennai
DOMAIN;;;;;NEMSIN;NEMSIN;NEMSIN
LEVEL;;;;;sfc;10 m above gnd;10 m above gnd
NAME;;;;;Total cloud cover;Wind speed;Wind direction
UNIT;;;;;%;km/h;°
AGGREGATION;;;;;;;
UTC_OFFSET;;;;;5;5;5

Year;Month;Day;Hour;Minute;Total cloud cover  [sfc];Wind speed  [10 m above gnd];Wind direction  [10 m above gnd]
2017;03;30;00;00;0.00;16.98;175.14
2017;03;30;01;00;26.00;15.84;181.30
2017;03;30;02;00;100.00;14.56;188.53
2017;03;30;03;00;100.00;13.55;196.99
2017;03;30;04;00;100.00;13.24;202.38
2017;03;30;05;00;100.00;13.89;211.22
2017;03;30;06;00;100.00;13.83;218.66
2017;03;30;07;00;61.00;14.11;217.75
2017;03;30;08;00;2.00;13.78;213.27
2017;03;30;09;00;0.00;14.15;194.74
2017;03;30;10;00;0.00;14.42;177.14
2017;03;30;11;00;0.00;15.14;162.00
2017;03;30;12;00;0.00;17.29;148.63
2017;03;30;13;00;9.00;19.51;142.50
2017;03;30;14;00;10.00;20.97;140.57
2017;03;30;15;00;9.00;21.20;139.82
2017;03;30;16;00;8.00;21.48;140.44
2017;03;30;17;00;1.00;22.22;139.60
2017;03;30;18;00;0.00;20.52;142.13
2017;03;30;19;00;0.00;20.17;145.18
2017;03;30;20;00;0.00;20.38;147.99
2017;03;30;21;00;0.00;20.14;151.14
2017;03;30;22;00;0.00;19.49;154.86
2017;03;30;23;00;0.00;18.46;159.44
2017;03;31;00;00;0.00;18.00;163.74
2017;03;31;01;00;1.00;17.16;170.34
2017;03;31;02;00;100.00;16.56;178.75
2017;03;31;03;00;43.00;16.26;185.08
2017;03;31;04;00;19.00;15.82;191.82
2017;03;31;05;00;44.00;14.24;200.73
2017;03;31;06;00;54.00;12.39;215.54
